filename;region_count;region_id;region_shape_attributes;region_attributes
img_22.jpg;5;2;"{""name"":""rect"",""x"":109,""y"":31,""width"":75,""height"":93}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_22.jpg;5;3;"{""name"":""rect"",""x"":184,""y"":54,""width"":52,""height"":95}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_22.jpg;5;4;"{""name"":""rect"",""x"":150,""y"":85,""width"":52,""height"":71}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_24.jpg;3;0;"{""name"":""rect"",""x"":17,""y"":78,""width"":112,""height"":122}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_24.jpg;3;1;"{""name"":""rect"",""x"":80,""y"":10,""width"":46,""height"":69}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_24.jpg;3;2;"{""name"":""rect"",""x"":130,""y"":97,""width"":58,""height"":77}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_25.jpg;1;0;"{""name"":""rect"",""x"":74,""y"":8,""width"":106,""height"":168}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_26.jpg;1;0;"{""name"":""rect"",""x"":5,""y"":147,""width"":759,""height"":434}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_27.jpg;1;0;"{""name"":""rect"",""x"":149,""y"":34,""width"":77,""height"":139}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_28.jpg;4;0;"{""name"":""rect"",""x"":125,""y"":256,""width"":255,""height"":256}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_28.jpg;4;1;"{""name"":""rect"",""x"":215,""y"":185,""width"":253,""height"":304}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_28.jpg;4;2;"{""name"":""rect"",""x"":412,""y"":128,""width"":177,""height"":73}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_28.jpg;4;3;"{""name"":""rect"",""x"":423,""y"":200,""width"":172,""height"":271}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_30.jpg;4;0;"{""name"":""rect"",""x"":3,""y"":27,""width"":108,""height"":147}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_30.jpg;4;1;"{""name"":""rect"",""x"":130,""y"":8,""width"":69,""height"":72}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_30.jpg;4;2;"{""name"":""rect"",""x"":78,""y"":72,""width"":77,""height"":86}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_30.jpg;4;3;"{""name"":""rect"",""x"":106,""y"":31,""width"":147,""height"":159}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_32.jpg;1;0;"{""name"":""rect"",""x"":28,""y"":30,""width"":199,""height"":154}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_34.jpg;1;0;"{""name"":""rect"",""x"":8,""y"":17,""width"":173,""height"":194}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_35.jpg;2;0;"{""name"":""rect"",""x"":46,""y"":23,""width"":89,""height"":140}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_35.jpg;2;1;"{""name"":""rect"",""x"":143,""y"":11,""width"":72,""height"":117}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_36.jpg;1;0;"{""name"":""rect"",""x"":32,""y"":10,""width"":127,""height"":167}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_37.jpg;2;0;"{""name"":""rect"",""x"":5,""y"":35,""width"":217,""height"":143}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_37.jpg;2;1;"{""name"":""rect"",""x"":130,""y"":3,""width"":109,""height"":123}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_38.jpg;1;0;"{""name"":""rect"",""x"":62,""y"":48,""width"":654,""height"":382}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_39.jpg;1;0;"{""name"":""rect"",""x"":40,""y"":19,""width"":174,""height"":152}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_40.jpg;1;0;"{""name"":""rect"",""x"":17,""y"":8,""width"":229,""height"":177}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_41.jpg;2;0;"{""name"":""rect"",""x"":6,""y"":3,""width"":200,""height"":194}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_41.jpg;2;1;"{""name"":""rect"",""x"":206,""y"":40,""width"":38,""height"":74}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_43.jpg;1;0;"{""name"":""rect"",""x"":17,""y"":37,""width"":160,""height"":201}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_45.jpg;1;0;"{""name"":""rect"",""x"":71,""y"":88,""width"":60,""height"":56}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_48.jpg;1;0;"{""name"":""rect"",""x"":39,""y"":31,""width"":117,""height"":142}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_50.jpg;1;0;"{""name"":""rect"",""x"":21,""y"":3,""width"":198,""height"":182}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_51.jpg;1;0;"{""name"":""rect"",""x"":63,""y"":21,""width"":103,""height"":156}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_52.jpg;1;0;"{""name"":""rect"",""x"":54,""y"":16,""width"":123,""height"":167}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_53.jpg;1;0;"{""name"":""rect"",""x"":25,""y"":9,""width"":134,""height"":224}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_54.jpg;1;0;"{""name"":""rect"",""x"":76,""y"":8,""width"":116,""height"":168}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_56.jpg;1;0;"{""name"":""rect"",""x"":8,""y"":6,""width"":226,""height"":199}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_58.jpg;3;0;"{""name"":""rect"",""x"":46,""y"":22,""width"":92,""height"":141}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_58.jpg;3;1;"{""name"":""rect"",""x"":207,""y"":53,""width"":48,""height"":79}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_58.jpg;3;2;"{""name"":""rect"",""x"":2,""y"":62,""width"":85,""height"":88}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_59.jpg;1;0;"{""name"":""rect"",""x"":19,""y"":32,""width"":135,""height"":217}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_60.jpg;1;0;"{""name"":""rect"",""x"":7,""y"":49,""width"":177,""height"":154}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_63.jpg;1;0;"{""name"":""rect"",""x"":46,""y"":26,""width"":121,""height"":201}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_65.jpg;2;0;"{""name"":""rect"",""x"":14,""y"":43,""width"":133,""height"":127}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_65.jpg;2;1;"{""name"":""rect"",""x"":80,""y"":3,""width"":125,""height"":122}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_70.jpg;1;0;"{""name"":""rect"",""x"":9,""y"":23,""width"":171,""height"":213}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_71.jpg;2;0;"{""name"":""rect"",""x"":34,""y"":3,""width"":119,""height"":120}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_71.jpg;2;1;"{""name"":""rect"",""x"":69,""y"":36,""width"":199,""height"":140}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_72.jpg;1;0;"{""name"":""rect"",""x"":42,""y"":33,""width"":116,""height"":200}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_73.jpg;2;0;"{""name"":""rect"",""x"":84,""y"":116,""width"":373,""height"":471}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_73.jpg;2;1;"{""name"":""rect"",""x"":478,""y"":41,""width"":416,""height"":450}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_74.jpg;1;0;"{""name"":""rect"",""x"":38,""y"":57,""width"":117,""height"":164}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_75.jpg;2;0;"{""name"":""rect"",""x"":77,""y"":31,""width"":57,""height"":86}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_75.jpg;2;1;"{""name"":""rect"",""x"":7,""y"":17,""width"":79,""height"":79}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_76.jpg;2;0;"{""name"":""rect"",""x"":152,""y"":62,""width"":564,""height"":798}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_76.jpg;2;1;"{""name"":""rect"",""x"":694,""y"":349,""width"":405,""height"":500}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_77.jpg;2;0;"{""name"":""rect"",""x"":216,""y"":97,""width"":342,""height"":514}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_77.jpg;2;1;"{""name"":""rect"",""x"":403,""y"":246,""width"":427,""height"":388}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_78.jpg;1;0;"{""name"":""rect"",""x"":93,""y"":55,""width"":66,""height"":112}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_80.jpg;1;0;"{""name"":""rect"",""x"":118,""y"":0,""width"":105,""height"":127}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_81.jpg;2;0;"{""name"":""rect"",""x"":135,""y"":12,""width"":125,""height"":139}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_81.jpg;2;1;"{""name"":""rect"",""x"":10,""y"":50,""width"":140,""height"":116}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_82.jpg;4;0;"{""name"":""rect"",""x"":978,""y"":507,""width"":542,""height"":482}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_82.jpg;4;1;"{""name"":""rect"",""x"":907,""y"":157,""width"":277,""height"":548}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_82.jpg;4;2;"{""name"":""rect"",""x"":197,""y"":310,""width"":517,""height"":573}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_82.jpg;4;3;"{""name"":""rect"",""x"":514,""y"":46,""width"":379,""height"":707}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_83.jpg;3;0;"{""name"":""rect"",""x"":117,""y"":14,""width"":127,""height"":137}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_83.jpg;3;1;"{""name"":""rect"",""x"":46,""y"":4,""width"":84,""height"":175}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_83.jpg;3;2;"{""name"":""rect"",""x"":4,""y"":94,""width"":58,""height"":85}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_84.jpg;1;0;"{""name"":""rect"",""x"":13,""y"":5,""width"":152,""height"":254}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_86.jpg;2;0;"{""name"":""rect"",""x"":38,""y"":39,""width"":277,""height"":365}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_86.jpg;2;1;"{""name"":""rect"",""x"":278,""y"":119,""width"":185,""height"":394}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_87.jpg;1;0;"{""name"":""rect"",""x"":86,""y"":1,""width"":111,""height"":171}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_88.jpg;1;0;"{""name"":""rect"",""x"":79,""y"":44,""width"":61,""height"":43}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_89.jpg;1;0;"{""name"":""rect"",""x"":50,""y"":21,""width"":109,""height"":152}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_90.jpg;1;0;"{""name"":""rect"",""x"":13,""y"":38,""width"":160,""height"":212}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_91.jpg;2;0;"{""name"":""rect"",""x"":90,""y"":29,""width"":207,""height"":252}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_91.jpg;2;1;"{""name"":""rect"",""x"":217,""y"":49,""width"":332,""height"":330}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_92.jpg;1;0;"{""name"":""rect"",""x"":35,""y"":12,""width"":193,""height"":170}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_93.jpg;2;0;"{""name"":""rect"",""x"":62,""y"":53,""width"":318,""height"":440}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_93.jpg;2;1;"{""name"":""rect"",""x"":410,""y"":6,""width"":245,""height"":449}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_94.jpg;1;0;"{""name"":""rect"",""x"":66,""y"":10,""width"":157,""height"":162}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_95.jpg;1;0;"{""name"":""rect"",""x"":27,""y"":63,""width"":137,""height"":154}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_96.jpg;2;0;"{""name"":""rect"",""x"":53,""y"":70,""width"":153,""height"":74}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_96.jpg;2;1;"{""name"":""rect"",""x"":115,""y"":44,""width"":41,""height"":63}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_97.jpg;3;0;"{""name"":""rect"",""x"":55,""y"":54,""width"":68,""height"":85}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_97.jpg;3;1;"{""name"":""rect"",""x"":137,""y"":102,""width"":47,""height"":59}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_97.jpg;3;2;"{""name"":""rect"",""x"":137,""y"":8,""width"":98,""height"":132}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_98.jpg;1;0;"{""name"":""rect"",""x"":252,""y"":50,""width"":344,""height"":567}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_99.jpg;1;0;"{""name"":""rect"",""x"":13,""y"":18,""width"":148,""height"":232}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_100.jpg;2;0;"{""name"":""rect"",""x"":29,""y"":6,""width"":104,""height"":138}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_100.jpg;2;1;"{""name"":""rect"",""x"":118,""y"":59,""width"":107,""height"":101}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_101.jpg;3;0;"{""name"":""rect"",""x"":525,""y"":61,""width"":155,""height"":277}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_101.jpg;3;1;"{""name"":""rect"",""x"":359,""y"":297,""width"":422,""height"":243}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_101.jpg;3;2;"{""name"":""rect"",""x"":8,""y"":32,""width"":438,""height"":424}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_102.jpg;1;0;"{""name"":""rect"",""x"":87,""y"":19,""width"":91,""height"":137}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_103.jpg;1;0;"{""name"":""rect"",""x"":224,""y"":109,""width"":283,""height"":374}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_104.jpg;1;0;"{""name"":""rect"",""x"":7,""y"":5,""width"":788,""height"":521}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_105.jpg;1;0;"{""name"":""rect"",""x"":26,""y"":33,""width"":134,""height"":221}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_107.jpg;6;0;"{""name"":""rect"",""x"":8,""y"":66,""width"":67,""height"":90}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_107.jpg;6;1;"{""name"":""rect"",""x"":90,""y"":6,""width"":77,""height"":108}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_107.jpg;6;2;"{""name"":""rect"",""x"":56,""y"":58,""width"":61,""height"":71}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_107.jpg;6;3;"{""name"":""rect"",""x"":197,""y"":78,""width"":39,""height"":54}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_107.jpg;6;4;"{""name"":""rect"",""x"":152,""y"":87,""width"":50,""height"":57}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_107.jpg;6;5;"{""name"":""rect"",""x"":157,""y"":32,""width"":47,""height"":56}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_108.jpg;4;0;"{""name"":""rect"",""x"":23,""y"":83,""width"":66,""height"":68}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_108.jpg;4;1;"{""name"":""rect"",""x"":88,""y"":46,""width"":62,""height"":63}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_108.jpg;4;2;"{""name"":""rect"",""x"":126,""y"":66,""width"":95,""height"":65}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_108.jpg;4;3;"{""name"":""rect"",""x"":167,""y"":74,""width"":99,""height"":60}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_109.jpg;1;0;"{""name"":""rect"",""x"":263,""y"":33,""width"":277,""height"":497}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_110.jpg;1;0;"{""name"":""rect"",""x"":282,""y"":162,""width"":242,""height"":335}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_112.jpg;3;0;"{""name"":""rect"",""x"":106,""y"":860,""width"":530,""height"":315}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_112.jpg;3;1;"{""name"":""rect"",""x"":260,""y"":547,""width"":679,""height"":656}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_112.jpg;3;2;"{""name"":""rect"",""x"":583,""y"":164,""width"":362,""height"":790}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_113.jpg;1;0;"{""name"":""rect"",""x"":65,""y"":13,""width"":111,""height"":147}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_115.jpg;1;0;"{""name"":""rect"",""x"":232,""y"":6,""width"":331,""height"":486}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_116.jpg;1;0;"{""name"":""rect"",""x"":62,""y"":105,""width"":67,""height"":129}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_117.jpg;1;0;"{""name"":""rect"",""x"":50,""y"":11,""width"":154,""height"":192}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_118.jpg;1;0;"{""name"":""rect"",""x"":28,""y"":69,""width"":123,""height"":179}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_119.jpg;1;0;"{""name"":""rect"",""x"":15,""y"":46,""width"":159,""height"":190}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_120.jpg;1;0;"{""name"":""rect"",""x"":12,""y"":7,""width"":220,""height"":192}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_121.jpg;3;0;"{""name"":""rect"",""x"":25,""y"":90,""width"":37,""height"":81}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_121.jpg;3;1;"{""name"":""rect"",""x"":58,""y"":91,""width"":34,""height"":83}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_121.jpg;3;2;"{""name"":""rect"",""x"":68,""y"":0,""width"":88,""height"":99}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_122.jpg;1;0;"{""name"":""rect"",""x"":204,""y"":6,""width"":398,""height"":466}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_123.jpg;1;0;"{""name"":""rect"",""x"":88,""y"":16,""width"":112,""height"":155}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_124.jpg;1;0;"{""name"":""rect"",""x"":40,""y"":75,""width"":99,""height"":114}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_125.jpg;1;0;"{""name"":""rect"",""x"":81,""y"":27,""width"":118,""height"":145}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_127.jpg;1;0;"{""name"":""rect"",""x"":324,""y"":55,""width"":396,""height"":436}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_128.jpg;2;0;"{""name"":""rect"",""x"":20,""y"":65,""width"":167,""height"":90}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_128.jpg;2;1;"{""name"":""rect"",""x"":7,""y"":5,""width"":286,""height"":157}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_130.jpg;1;0;"{""name"":""rect"",""x"":111,""y"":6,""width"":78,""height"":156}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_131.jpg;1;0;"{""name"":""rect"",""x"":517,""y"":51,""width"":1139,""height"":1497}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_132.jpg;2;0;"{""name"":""rect"",""x"":24,""y"":17,""width"":158,""height"":145}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_132.jpg;2;1;"{""name"":""rect"",""x"":158,""y"":2,""width"":116,""height"":143}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_133.jpg;1;0;"{""name"":""rect"",""x"":115,""y"":36,""width"":118,""height"":139}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_134.jpg;1;0;"{""name"":""rect"",""x"":47,""y"":23,""width"":166,""height"":132}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_135.jpg;1;0;"{""name"":""rect"",""x"":73,""y"":37,""width"":143,""height"":156}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_137.jpg;3;0;"{""name"":""rect"",""x"":19,""y"":65,""width"":75,""height"":115}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_137.jpg;3;1;"{""name"":""rect"",""x"":89,""y"":3,""width"":83,""height"":136}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_137.jpg;3;2;"{""name"":""rect"",""x"":140,""y"":42,""width"":87,""height"":144}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_140.jpg;1;0;"{""name"":""rect"",""x"":10,""y"":6,""width"":175,""height"":225}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_141.jpg;3;0;"{""name"":""rect"",""x"":25,""y"":74,""width"":348,""height"":403}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_141.jpg;3;1;"{""name"":""rect"",""x"":566,""y"":209,""width"":179,""height"":248}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_141.jpg;3;2;"{""name"":""rect"",""x"":311,""y"":75,""width"":251,""height"":428}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_142.jpg;1;0;"{""name"":""rect"",""x"":126,""y"":23,""width"":362,""height"":512}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_143.jpg;3;0;"{""name"":""rect"",""x"":19,""y"":146,""width"":94,""height"":67}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_143.jpg;3;1;"{""name"":""rect"",""x"":100,""y"":27,""width"":65,""height"":148}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_143.jpg;3;2;"{""name"":""rect"",""x"":45,""y"":99,""width"":116,""height"":115}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_144.jpg;3;0;"{""name"":""rect"",""x"":9,""y"":8,""width"":119,""height"":166}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_144.jpg;3;1;"{""name"":""rect"",""x"":148,""y"":16,""width"":80,""height"":104}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_144.jpg;3;2;"{""name"":""rect"",""x"":94,""y"":12,""width"":50,""height"":85}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
img_145.jpg;1;0;"{""name"":""rect"",""x"":89,""y"":16,""width"":77,""height"":166}";"{""Object"":""mushroom"",""Species"":""Amanita Vaginata""}"
